tmdb_id,title,release_date,release_year,language,genres,popularity,vote_average,vote_count,overview,cast,director,keywords
1055536,Repeat,2022-12-01,2022,te,"[80, 53]",0.8591,5.0,1,"When the stories from a crime novel begin to get recreated in the city, Vikram Kumar, an astute undercover police officer steps in to investigate a bizarre missing case and unravel the mystery.",naveenchandra smruthivenkat madhoo mimegopi nelloresudharshan,arvindhsrinivasan,kidnapping police investigation crime investigation
609096,Viraata Parvam,2022-06-17,2022,te,"[18, 10749]",0.7249,4.8,8,Vennela has fallen for Aranya aka Ravanna’s poetry and the man both. What happens when she sets out on an arduous journey to be with him?,saipallavi ranadaggubati priyamani nanditadas naveenchandra,venuudugula,
999696,Ginna,2022-10-21,2022,te,"[28, 35]",0.7796,5.4,5,"Childhood buddies Renuka and Ginna reunite after years of separation, but things are no longer the same. Will Ginna be able to navigate his way through the complex web of love, lies and lethal rivalries?",vishnumanchu payalrajput vennelakishore sunnyleone sunilvarma,eeshaansurya,
903283,Sebastian P.C. 524,2022-03-04,2022,te,"[53, 35]",0.7685,4.5,4,"Sebastian is a police constable suffering from night blindness. With the weakness hidden from world, he faces lot of challenges.When a murder takes place on his watch, how will he solve the crime?",kiranabbavaram nuveksha komaleeprasad rohini srikanthiyengar,balajisayyapureddy,
770906,Salaar: Part 1 - Ceasefire,2023-12-21,2023,te,"[28, 80, 18]",4.3493,6.7,105,"Set in the fictional dystopian city-state of Khansaar, the film follows the friendship between Deva, a tribesman, and Varadha, the prince of Khansaar. When a coup d'état is planned by his father's ministers and his relatives, Varadha enlists Deva's help to become Khansaar's undisputed ruler.",prabhas prithvirajsukumaran shrutihaasan easwarirao jagapatibabu,prashanthneel,drama action salaar
1068452,Hi Nanna,2023-12-07,2023,te,"[18, 10751, 10749]",3.5158,7.8,61,"Six-year-old Mahi, a spirited child with cystic fibrosis, shares a deep yet complex bond with her father, Viraj, a dedicated single parent and successful fashion photographer. Her curiosity about her absent mother leads to a journey of discovery when she runs away with her loyal dog, Pluto. A chance encounter with a kind woman named Yashna sparks unexpected revelations, intertwining their lives in ways they never anticipated. Set against a backdrop of love, sacrifice, and redemption, Mahi’s story is a heartfelt exploration of family, resilience, and the enduring power of connection.",nani mrunalthakur babykiarakhanna jayaram shilpatulaskar,shouryuv,
979669,Bhagavanth Kesari,2023-10-19,2023,te,"[28, 18, 53]",1.931,5.0,15,"Bhagavanth Kesari's life takes an unexpected turn when he becomes the guardian of Vijaya Lakshmi aka Vijji, daughter of his jailer. Kesari, with his unwavering sense of justice, embarks on a journey to nurture Vijji into a resilient young woman aspiring to join the Indian army. Intertwined in this narrative is the presence of Rahul Sanghvi, a power-hungry tycoon whose connection with Bhagavanth and Vijji, unravels hidden secrets.",nandamuribalakrishna sreeleela kajalaggarwal arjunrampal johnvijay,anilravipudi,
886436,Agent,2023-04-27,2023,te,"[28, 53]",1.7309,4.0,6,"Ramakrishna aka Ricky's only one goal in life is to be a RAW recruitee and undertake some Planet-saving mission. Mahadev, RAW head, ropes him in for the most important mission ever known and unknown to even the Prime Minister of India. Ricky must tame The God, the megalomaniacal lynchpin of a giant-sized crime syndicate.",akhilakkineni mammootty dinomorea sakshivaidya sampathraj,surenderreddy,
1031983,Ustaad,2023-08-12,2023,te,"[35, 10749, 28]",1.2584,5.8,5,"Surya, an aimless youngster, gets emotionally attached to his first bike ‘Ustaad’, playing a catalyst in his personal and professional journey, stimulates him to conquer acrophobia and to become a pilot and to win over the love of his life, Meghna.",srisimha kavyakalyanram anuhasan ravishivateja gauthamvasudevmenon,phanideep,
965489,Kushi,2023-08-31,2023,te,"[10749, 35, 18]",1.358,5.2,23,"Worlds and families collide when the son of a prominent atheist falls head over heels for the daughter of his father’s nemesis, a revered Hindu leader.",vijaydeverakonda samantharuthprabhu jayaram sachinkhedekar muralisharma,shivanirvana,
1034590,Virupaksha,2023-04-20,2023,te,"[27, 9648, 53]",1.3911,6.9,37,"Set in a village named Rudravanam in 1990's, Surya along with his mother, visit there after a long time. Suddenly a series of mysterious deaths occur due to an unknown person's occult practice and whole village is scared. Will Surya find the person causing the deaths and save the village?",saidurghatej samyuktha brahmaji rajivkanakala ravikrishna,karthikvarmadandu,
989017,Waltair Veerayya,2023-01-13,2023,te,"[28, 18]",1.8003,5.3,30,"A notorious smuggler Waltair Veerayya is hired by a CI Seethapathi, reaches Malaysia with the ostensible mission of kidnapping a drug mafia leader named Solomon, who escaped India after wreaking havoc on the RAW agents and local policemen. Veerayya manages to pummel Solomon, who is fiercely protected by his ruthless gang-lord brother Kaala. Tables are turned, when Veerayya reveals that he shares a turbulent past with Kaala & an ACP Vikram Sagar who is hell-bent on ending his smuggling activities.",chiranjeevi shrutihaasan raviteja catherinetresa bobbysimha,bobbykolli,
1105261,Mr. King,2023-02-24,2023,te,"[18, 10749, 53]",1.407,7.0,1,Shiva is an RJ who is doing his thesis on airplane mechanism while Seetharama is cunning and complex. Umadevi and Vennela both fell in love with Shiva. How will Shiva untangle the love triangle and manage Seetharama Raju's twisted game?,tanikellabharani s.s.kanchi mirchikiran vennelakishore sharrankumar,sashidharchavali,
896669,Veera Simha Reddy,2023-01-12,2023,te,"[28, 18]",1.2497,4.7,22,"Jai Simha Reddy, a businessman in Turkey and doting son of Meenakshi falls in love with Eesha. On the verge of his marriage, Jai comes to know the secret about his father Veera Simha Reddy who comes to Turkey to settle the marriage, which is when Jai meets his father for the first time. Things take a drastic turn around when Veera's  past follows him to Turkey.",nandamuribalakrishna varalaxmisarathkumar duniyavijay honeyrose lal,gopichandmalineni,
1034587,Amigos,2023-02-10,2023,te,"[28, 53]",0.9624,4.8,12,"Siddharth, a youngman who runs a family business is astonished to find his doppelgängers Manjunath and Michael on getdopple.com. After meeting up in Goa, they come down to Hyderabad to help Siddarth win over Ishika, a girl looking for superman to be her husband. But things take a drastic turn when NIA swings into action to nab Michael, aka Bipin Roy.",kalyanram ashikaranganath brahmaji jayaprakash saptagiri,rajendrareddy,
1187075,MAD,2023-10-06,2023,te,"[35, 10749, 18]",1.0038,6.5,25,"Set in an engineering college and revolves around the antics of the students there, primarily the boys, who get a kick out of torturing the hostel warden.",sangeethshobhan narnenithin ramnithin vishnuoi srigouripriyareddy,kalyanshankar,
893653,Tiger Nageswara Rao,2023-10-20,2023,te,"[36, 28]",1.2892,5.6,15,"Based on the life of the notorious thief Nageswara Rao, who was the most wanted thief of south India& managed to evade the authorities on several occasions in the 1970s, earning him the moniker of 'Tiger.'",raviteja anupamkher gayatribhardwaj nupursanon renudesai,vamseekrishna,period film based on real person
964132,Spy,2023-06-29,2023,te,"[28, 53]",1.1482,5.3,10,"A RAW agent is in search of his brother’s killer, unravels the connection between a notorious arms dealer and the hidden secrets of Netaji Subhash Chandra Bose, risking everything to protect India from impending chaos.",nikhilsiddhartha iswaryamenon abhinavgomatam jisshusengupta nitinmehta,garrybh,spy thriller
1199878,Vidhi,2023-11-03,2023,te,"[80, 53]",0.9541,5.0,1,"Surya, an innocent young man is burdened by financial struggles and injustice, discovers a mysterious pen with a secret. He must acrefully navigate through the blurred lines between revenge and righteousness.",rohitnanda anandhi maheshachanta meesamsuresh,srikanthranganathan,
